Date,Item,Quantity,Price,Location,Category,Location Weight,Total Daily Spending,Abnormal Score,Is Abnormal
2025-01-08,Instant Noodles,2,90,豐學門市,Food,6.25,1840,50,No
2025-01-08,Rice Ball,1,30,豐學門市,Food,6.25,1840,50,No
2025-01-08,Hot Dog,3,120,豐學門市,Food,6.25,1840,50,No
2025-01-09,Coffee,3,255,冠桃園門市,Beverages,3.38,505,40,No
2025-01-09,Rice Ball,3,90,北投門市,Food,4.0,505,40,No
2025-01-09,Parcel Pickup,2,70,中高站門市,Other,0.0,505,40,No
2025-01-09,Green Tea,3,90,北投門市,Beverages,4.0,505,40,No
2025-01-10,Coffee,1,85,中高站門市,Beverages,0.0,575,40,No
2025-01-10,Sandwich,3,105,北投門市,Food,4.0,575,40,No
2025-01-10,Instant Noodles,1,45,榮耀門市,Food,5.0,575,40,No
2025-01-10,Bento,1,85,冠桃園門市,Food,3.38,575,40,No
2025-01-10,Toiletries,3,255,中高站門市,Other,0.0,575,40,No
2025-01-11,Hot Dog,1,40,北投門市,Food,4.0,315,0,No
2025-01-11,Parcel Pickup,1,35,中高站門市,Other,0.0,315,0,No
2025-01-11,Juice,3,120,中高站門市,Beverages,0.0,315,0,No
2025-01-11,Rice Ball,3,90,北投門市,Food,4.0,315,0,No
2025-01-11,Stationery,1,30,中高站門市,Other,0.0,315,0,No
2025-01-12,Parcel Pickup,2,70,中高站門市,Other,0.0,560,40,No
2025-01-12,Toiletries,3,255,中高站門市,Other,0.0,560,40,No
2025-01-12,Hot Dog,1,40,北投門市,Food,4.0,560,40,No
2025-01-12,Black Tea,3,105,冠桃園門市,Beverages,3.38,560,40,No
2025-01-12,Stationery,3,90,北投門市,Other,4.0,560,40,No
2025-01-13,Black Tea,2,70,北投門市,Beverages,4.0,310,40,No
2025-01-13,Juice,2,80,中高站門市,Beverages,0.0,310,40,No
2025-01-13,Beer,2,70,榮耀門市,Wine,5.0,310,40,No
2025-01-13,Sake,3,90,冠桃園門市,Wine,3.38,310,40,No
2025-01-14,Beer,3,105,冠桃園門市,Wine,3.38,580,40,No
2025-01-14,Rice Ball,3,90,北投門市,Food,4.0,580,40,No
2025-01-14,Whiskey,2,170,中高站門市,Wine,0.0,580,40,No
2025-01-14,Instant Noodles,1,45,冠桃園門市,Food,3.38,580,40,No
2025-01-14,Bento,2,170,豐學門市,Food,6.25,580,40,No
2025-01-15,Sake,3,90,中高站門市,Wine,0.0,650,0,No
2025-01-15,Coffee,2,170,中高站門市,Beverages,0.0,650,0,No
2025-01-15,Whiskey,3,255,榮耀門市,Wine,5.0,650,0,No
2025-01-15,Milk Tea,3,135,中高站門市,Beverages,0.0,650,0,No
2025-01-16,Whiskey,2,170,豐學門市,Wine,6.25,360,40,No
2025-01-16,Beer,1,35,豐學門市,Wine,6.25,360,40,No
2025-01-16,Milk Tea,1,45,北投門市,Beverages,4.0,360,40,No
2025-01-16,Black Tea,2,70,榮耀門市,Beverages,5.0,360,40,No
2025-01-16,Juice,1,40,冠桃園門市,Beverages,3.38,360,40,No
2025-01-17,Sandwich,1,35,榮耀門市,Food,5.0,230,40,No
2025-01-17,Parcel Pickup,2,70,榮耀門市,Other,5.0,230,40,No
2025-01-17,Rice Ball,3,90,中高站門市,Food,0.0,230,40,No
2025-01-17,Black Tea,1,35,豐學門市,Beverages,6.25,230,40,No
2025-01-18,Juice,1,40,榮耀門市,Beverages,5.0,435,40,No
2025-01-18,Instant Noodles,2,90,中高站門市,Food,0.0,435,40,No
2025-01-18,Rice Ball,1,30,榮耀門市,Food,5.0,435,40,No
2025-01-18,Coffee,2,170,冠桃園門市,Beverages,3.38,435,40,No
2025-01-18,Parcel Pickup,3,105,豐學門市,Other,6.25,435,40,No
2025-01-19,Instant Noodles,1,45,中高站門市,Food,0.0,630,50,No
2025-01-19,Bento,3,255,冠桃園門市,Food,3.38,630,50,No
2025-01-19,Coffee,2,170,北投門市,Beverages,4.0,630,50,No
2025-01-19,Sake,1,30,中高站門市,Wine,0.0,630,50,No
2025-01-19,Rice Ball,2,60,冠桃園門市,Food,3.38,630,50,No
2025-01-19,Parcel Pickup,2,70,冠桃園門市,Other,3.38,630,50,No
2025-01-20,Beer,1,35,中高站門市,Wine,0.0,470,50,No
2025-01-20,Sandwich,3,105,冠桃園門市,Food,3.38,470,50,No
2025-01-20,Rice Ball,3,90,豐學門市,Food,6.25,470,50,No
2025-01-20,Milk Tea,2,90,中高站門市,Beverages,0.0,470,50,No
2025-01-20,Juice,3,120,冠桃園門市,Beverages,3.38,470,50,No
2025-01-20,Green Tea,1,30,冠桃園門市,Beverages,3.38,470,50,No
2025-01-21,Stationery,2,60,冠桃園門市,Other,3.38,265,40,No
2025-01-21,Milk Tea,1,45,榮耀門市,Beverages,5.0,265,40,No
2025-01-21,Sandwich,2,70,中高站門市,Food,0.0,265,40,No
2025-01-21,Rice Ball,3,90,中高站門市,Food,0.0,265,40,No
2025-01-22,Instant Noodles,3,135,豐學門市,Food,6.25,685,50,No
2025-01-22,Beer,1,35,中高站門市,Wine,0.0,685,50,No
2025-01-22,Hot Dog,3,120,豐學門市,Food,6.25,685,50,No
2025-01-22,Parcel Pickup,1,35,冠桃園門市,Other,3.38,685,50,No
2025-01-22,Sandwich,3,105,榮耀門市,Food,5.0,685,50,No
2025-01-22,Toiletries,3,255,北投門市,Other,4.0,685,50,No
2025-01-23,Whiskey,3,255,豐學門市,Wine,6.25,585,40,No
2025-01-23,Toiletries,2,170,榮耀門市,Other,5.0,585,40,No
2025-01-23,Hot Dog,1,40,中高站門市,Food,0.0,585,40,No
2025-01-23,Juice,3,120,冠桃園門市,Beverages,3.38,585,40,No
2025-01-24,Beer,3,105,冠桃園門市,Wine,3.38,480,40,No
2025-01-24,Milk Tea,3,135,中高站門市,Beverages,0.0,480,40,No
2025-01-24,Parcel Pickup,2,70,豐學門市,Other,6.25,480,40,No
2025-01-24,Bento,2,170,冠桃園門市,Food,3.38,480,40,No
2025-01-25,Beer,3,105,北投門市,Wine,4.0,545,50,No
2025-01-25,Instant Noodles,2,90,榮耀門市,Food,5.0,545,50,No
2025-01-25,Black Tea,2,70,豐學門市,Beverages,6.25,545,50,No
2025-01-25,Hot Dog,3,120,榮耀門市,Food,5.0,545,50,No
2025-01-25,Parcel Pickup,2,70,榮耀門市,Other,5.0,545,50,No
2025-01-25,Rice Ball,3,90,中高站門市,Food,0.0,545,50,No
2025-01-26,Sandwich,3,105,榮耀門市,Food,5.0,1345,70,Yes
2025-01-26,Toiletries,2,170,中高站門市,Other,0.0,1345,70,Yes
2025-01-26,Beer,3,105,冠桃園門市,Wine,3.38,1345,70,Yes
2025-01-26,Milk Tea,3,135,中高站門市,Beverages,0.0,1345,70,Yes
2025-01-26,Juice,2,800,中高站門市,Beverages,0.0,1345,70,Yes
2025-01-26,Green Tea,1,30,冠桃園門市,Beverages,3.38,1345,70,Yes
2025-01-27,Instant Noodles,2,630,北投門市,Food,4.0,845,20,No
2025-01-27,Sake,2,60,北投門市,Wine,4.0,845,20,No
2025-01-27,Parcel Pickup,2,70,豐學門市,Other,6.25,845,20,No
2025-01-27,Toiletries,1,85,北投門市,Other,4.0,845,20,No
2025-01-28,Sake,2,60,冠桃園門市,Wine,3.38,615,0,No
2025-01-28,Toiletries,3,255,中高站門市,Other,0.0,615,0,No
2025-01-28,Rice Ball,1,300,中高站門市,Food,0.0,615,0,No
2025-01-29,Toiletries,3,255,冠桃園門市,Other,3.38,500,40,No
2025-01-29,Rice Ball,1,30,中高站門市,Food,0.0,500,40,No
2025-01-29,Sandwich,2,70,榮耀門市,Food,5.0,500,40,No
2025-01-29,Parcel Pickup,3,105,榮耀門市,Other,5.0,500,40,No
2025-01-29,Hot Dog,1,40,榮耀門市,Food,5.0,500,40,No
2025-01-30,Whiskey,2,170,冠桃園門市,Wine,3.38,1095,20,No
2025-01-30,Toiletries,2,170,榮耀門市,Other,5.0,1095,20,No
2025-01-30,Juice,2,720,冠桃園門市,Beverages,3.38,1095,20,No
2025-01-30,Black Tea,1,35,冠桃園門市,Beverages,3.38,1095,20,No
2025-01-31,Whiskey,3,255,中高站門市,Wine,0.0,1125,60,Yes
2025-01-31,Toiletries,1,680,豐學門市,Other,6.25,1125,60,Yes
2025-01-31,Black Tea,2,70,榮耀門市,Beverages,5.0,1125,60,Yes
2025-01-31,Hot Dog,3,120,中高站門市,Food,0.0,1125,60,Yes
2025-02-01,Toiletries,2,170,榮耀門市,Other,5.0,310,40,No
2025-02-01,Juice,2,80,北投門市,Beverages,4.0,310,40,No
2025-02-01,Green Tea,2,60,中高站門市,Beverages,0.0,310,40,No
2025-02-02,Rice Ball,1,30,豐學門市,Food,6.25,690,50,No
2025-02-02,Whiskey,1,85,榮耀門市,Wine,5.0,690,50,No
2025-02-02,Milk Tea,3,135,北投門市,Beverages,4.0,690,50,No
2025-02-02,Coffee,3,255,榮耀門市,Beverages,5.0,690,50,No
2025-02-02,Black Tea,3,105,豐學門市,Beverages,6.25,690,50,No
2025-02-02,Hot Dog,2,80,北投門市,Food,4.0,690,50,No
2025-02-03,Parcel Pickup,2,70,北投門市,Other,4.0,590,40,No
2025-02-03,Whiskey,1,85,榮耀門市,Wine,5.0,590,40,No
2025-02-03,Coffee,3,255,中高站門市,Beverages,0.0,590,40,No
2025-02-03,Rice Ball,2,60,冠桃園門市,Food,3.38,590,40,No
2025-02-03,Juice,3,120,北投門市,Beverages,4.0,590,40,No
2025-02-04,Instant Noodles,3,135,榮耀門市,Food,5.0,425,40,No
2025-02-04,Parcel Pickup,1,35,冠桃園門市,Other,3.38,425,40,No
2025-02-04,Milk Tea,3,135,冠桃園門市,Beverages,3.38,425,40,No
2025-02-04,Coffee,1,85,中高站門市,Beverages,0.0,425,40,No
2025-02-04,Sandwich,1,35,榮耀門市,Food,5.0,425,40,No
2025-02-05,Hot Dog,1,40,豐學門市,Food,6.25,165,0,No
2025-02-05,Bento,1,85,榮耀門市,Food,5.0,165,0,No
2025-02-05,Juice,1,40,榮耀門市,Beverages,5.0,165,0,No
2025-02-06,Whiskey,1,85,冠桃園門市,Wine,3.38,550,0,No
2025-02-06,Black Tea,3,105,北投門市,Beverages,4.0,550,0,No
2025-02-06,Instant Noodles,1,360,冠桃園門市,Food,3.38,550,0,No
2025-02-07,Coffee,3,255,北投門市,Beverages,4.0,595,0,No
2025-02-07,Toiletries,2,170,豐學門市,Other,6.25,595,0,No
2025-02-07,Whiskey,2,170,豐學門市,Wine,6.25,595,0,No
2025-02-08,Hot Dog,2,80,榮耀門市,Food,5.0,285,40,No
2025-02-08,Instant Noodles,3,135,中高站門市,Food,0.0,285,40,No
2025-02-08,Parcel Pickup,2,70,豐學門市,Other,6.25,285,40,No
2025-02-09,Toiletries,3,255,豐學門市,Other,6.25,795,40,No
2025-02-09,Bento,3,255,豐學門市,Food,6.25,795,40,No
2025-02-09,Rice Ball,2,60,冠桃園門市,Food,3.38,795,40,No
2025-02-09,Instant Noodles,3,135,豐學門市,Food,6.25,795,40,No
2025-02-09,Green Tea,3,90,榮耀門市,Beverages,5.0,795,40,No
2025-02-10,Juice,2,80,中高站門市,Beverages,0.0,385,40,No
2025-02-10,Rice Ball,1,30,冠桃園門市,Food,3.38,385,40,No
2025-02-10,Sandwich,2,70,中高站門市,Food,0.0,385,40,No
2025-02-10,Instant Noodles,3,135,北投門市,Food,4.0,385,40,No
2025-02-10,Beer,2,70,豐學門市,Wine,6.25,385,40,No
2025-02-11,Sandwich,3,945,豐學門市,Food,6.25,1105,20,No
2025-02-11,Green Tea,3,90,北投門市,Beverages,4.0,1105,20,No
2025-02-11,Beer,2,70,豐學門市,Wine,6.25,1105,20,No
2025-02-12,Stationery,1,30,北投門市,Other,4.0,310,50,No
2025-02-12,Beer,1,35,榮耀門市,Wine,5.0,310,50,No
2025-02-12,Hot Dog,2,80,冠桃園門市,Food,3.38,310,50,No
2025-02-12,Rice Ball,1,30,豐學門市,Food,6.25,310,50,No
2025-02-12,Sandwich,3,105,豐學門市,Food,6.25,310,50,No
2025-02-12,Green Tea,1,30,冠桃園門市,Beverages,3.38,310,50,No
2025-02-13,Green Tea,3,90,北投門市,Beverages,4.0,480,40,No
2025-02-13,Bento,3,255,豐學門市,Food,6.25,480,40,No
2025-02-13,Beer,3,105,豐學門市,Wine,6.25,480,40,No
2025-02-13,Rice Ball,1,30,榮耀門市,Food,5.0,480,40,No
2025-02-14,Coffee,3,255,冠桃園門市,Beverages,3.38,420,40,No
2025-02-14,Instant Noodles,1,45,榮耀門市,Food,5.0,420,40,No
2025-02-14,Stationery,2,60,中高站門市,Other,0.0,420,40,No
2025-02-14,Sake,2,60,榮耀門市,Wine,5.0,420,40,No
2025-02-15,Parcel Pickup,2,70,豐學門市,Other,6.25,450,40,No
2025-02-15,Whiskey,3,255,豐學門市,Wine,6.25,450,40,No
2025-02-15,Black Tea,1,35,中高站門市,Beverages,0.0,450,40,No
2025-02-15,Milk Tea,2,90,北投門市,Beverages,4.0,450,40,No
2025-02-16,Black Tea,2,70,冠桃園門市,Beverages,3.38,220,40,No
2025-02-16,Green Tea,3,90,中高站門市,Beverages,0.0,220,40,No
2025-02-16,Rice Ball,2,60,豐學門市,Food,6.25,220,40,No
2025-02-17,Parcel Pickup,1,35,北投門市,Other,4.0,220,0,No
2025-02-17,Sandwich,3,105,中高站門市,Food,0.0,220,0,No
2025-02-17,Hot Dog,2,80,中高站門市,Food,0.0,220,0,No
2025-02-18,Bento,3,255,榮耀門市,Food,5.0,475,40,No
2025-02-18,Rice Ball,1,30,冠桃園門市,Food,3.38,475,40,No
2025-02-18,Instant Noodles,2,90,冠桃園門市,Food,3.38,475,40,No
2025-02-18,Sake,1,30,北投門市,Wine,4.0,475,40,No
2025-02-18,Sandwich,2,70,冠桃園門市,Food,3.38,475,40,No
2025-02-19,Black Tea,1,35,豐學門市,Beverages,6.25,1245,60,Yes
2025-02-19,Bento,2,170,榮耀門市,Food,5.0,1245,60,Yes
2025-02-19,Sake,1,30,榮耀門市,Wine,5.0,1245,60,Yes
2025-02-19,Parcel Pickup,3,840,中高站門市,Other,0.0,1245,60,Yes
2025-02-19,Toiletries,2,170,豐學門市,Other,6.25,1245,60,Yes
2025-02-20,Black Tea,2,70,北投門市,Beverages,4.0,230,0,No
2025-02-20,Beer,2,70,北投門市,Wine,4.0,230,0,No
2025-02-20,Milk Tea,2,90,冠桃園門市,Beverages,3.38,230,0,No
2025-02-21,Milk Tea,1,45,中高站門市,Beverages,0.0,330,50,No
2025-02-21,Coffee,1,85,北投門市,Beverages,4.0,330,50,No
2025-02-21,Rice Ball,1,30,豐學門市,Food,6.25,330,50,No
2025-02-21,Parcel Pickup,3,105,豐學門市,Other,6.25,330,50,No
2025-02-21,Black Tea,1,35,中高站門市,Beverages,0.0,330,50,No
2025-02-21,Green Tea,1,30,冠桃園門市,Beverages,3.38,330,50,No
2025-02-22,Green Tea,3,90,中高站門市,Beverages,0.0,525,40,No
2025-02-22,Bento,3,255,豐學門市,Food,6.25,525,40,No
2025-02-22,Stationery,1,30,中高站門市,Other,0.0,525,40,No
2025-02-22,Juice,2,80,北投門市,Beverages,4.0,525,40,No
2025-02-22,Black Tea,2,70,北投門市,Beverages,4.0,525,40,No
2025-02-23,Rice Ball,1,30,豐學門市,Food,6.25,465,40,No
2025-02-23,Sandwich,3,105,中高站門市,Food,0.0,465,40,No
2025-02-23,Toiletries,2,170,豐學門市,Other,6.25,465,40,No
2025-02-23,Beer,2,70,冠桃園門市,Wine,3.38,465,40,No
2025-02-23,Sake,3,90,豐學門市,Wine,6.25,465,40,No
2025-02-24,Whiskey,3,255,榮耀門市,Wine,5.0,565,0,No
2025-02-24,Milk Tea,3,135,榮耀門市,Beverages,5.0,565,0,No
2025-02-24,Black Tea,3,105,榮耀門市,Beverages,5.0,565,0,No
2025-02-24,Beer,2,70,冠桃園門市,Wine,3.38,565,0,No
2025-02-25,Hot Dog,3,120,北投門市,Food,4.0,485,0,No
2025-02-25,Sandwich,2,70,豐學門市,Food,6.25,485,0,No
2025-02-25,Black Tea,2,70,北投門市,Beverages,4.0,485,0,No
2025-02-25,Green Tea,3,90,北投門市,Beverages,4.0,485,0,No
2025-02-25,Instant Noodles,3,135,豐學門市,Food,6.25,485,0,No
2025-02-26,Whiskey,2,170,中高站門市,Wine,0.0,605,40,No
2025-02-26,Instant Noodles,1,45,豐學門市,Food,6.25,605,40,No
2025-02-26,Milk Tea,3,135,中高站門市,Beverages,0.0,605,40,No
2025-02-26,Coffee,3,255,北投門市,Beverages,4.0,605,40,No
2025-02-27,Bento,2,170,榮耀門市,Food,5.0,375,40,No
2025-02-27,Sake,1,30,北投門市,Wine,4.0,375,40,No
2025-02-27,Coffee,1,85,冠桃園門市,Beverages,3.38,375,40,No
2025-02-27,Green Tea,3,90,冠桃園門市,Beverages,3.38,375,40,No
2025-02-28,Sandwich,2,70,中高站門市,Food,0.0,295,40,No
2025-02-28,Milk Tea,3,135,榮耀門市,Beverages,5.0,295,40,No
2025-02-28,Sake,3,90,豐學門市,Wine,6.25,295,40,No
2025-03-01,Hot Dog,2,80,中高站門市,Food,0.0,375,0,No
2025-03-01,Juice,1,40,中高站門市,Beverages,0.0,375,0,No
2025-03-01,Whiskey,1,85,榮耀門市,Wine,5.0,375,0,No
2025-03-01,Bento,2,170,榮耀門市,Food,5.0,375,0,No
2025-03-02,Parcel Pickup,3,105,中高站門市,Other,0.0,380,40,No
2025-03-02,Beer,3,105,榮耀門市,Wine,5.0,380,40,No
2025-03-02,Coffee,2,170,北投門市,Beverages,4.0,380,40,No
2025-03-03,Stationery,1,30,冠桃園門市,Other,3.38,1630,90,Yes
2025-03-03,Black Tea,2,70,豐學門市,Beverages,6.25,1630,90,Yes
2025-03-03,Bento,2,1530,北投門市,Food,4.0,1630,90,Yes
2025-03-04,Bento,3,255,冠桃園門市,Food,3.38,1415,20,No
2025-03-04,Juice,3,600,中高站門市,Beverages,0.0,1415,20,No
2025-03-04,Beer,2,560,中高站門市,Wine,0.0,1415,20,No
2025-03-05,Rice Ball,1,30,中高站門市,Food,0.0,375,50,No
2025-03-05,Sake,1,30,冠桃園門市,Wine,3.38,375,50,No
2025-03-05,Hot Dog,2,80,北投門市,Food,4.0,375,50,No
2025-03-05,Bento,2,170,榮耀門市,Food,5.0,375,50,No
2025-03-05,Sandwich,1,35,冠桃園門市,Food,3.38,375,50,No
2025-03-05,Green Tea,1,30,北投門市,Beverages,4.0,375,50,No
2025-03-06,Instant Noodles,3,1350,冠桃園門市,Food,3.38,1690,90,Yes
2025-03-06,Parcel Pickup,3,105,中高站門市,Other,0.0,1690,90,Yes
2025-03-06,Green Tea,2,60,榮耀門市,Beverages,5.0,1690,90,Yes
2025-03-06,Beer,3,105,中高站門市,Wine,0.0,1690,90,Yes
2025-03-06,Black Tea,2,70,北投門市,Beverages,4.0,1690,90,Yes
2025-03-07,Beer,1,35,冠桃園門市,Wine,3.38,380,40,No
2025-03-07,Juice,1,40,中高站門市,Beverages,0.0,380,40,No
2025-03-07,Instant Noodles,3,135,豐學門市,Food,6.25,380,40,No
2025-03-07,Rice Ball,3,90,冠桃園門市,Food,3.38,380,40,No
2025-03-07,Hot Dog,2,80,中高站門市,Food,0.0,380,40,No
2025-03-08,Milk Tea,2,90,冠桃園門市,Beverages,3.38,465,40,No
2025-03-08,Parcel Pickup,3,105,冠桃園門市,Other,3.38,465,40,No
2025-03-08,Juice,3,120,豐學門市,Beverages,6.25,465,40,No
2025-03-08,Hot Dog,2,80,豐學門市,Food,6.25,465,40,No
2025-03-08,Beer,2,70,中高站門市,Wine,0.0,465,40,No
2025-03-09,Rice Ball,3,90,北投門市,Food,4.0,330,0,No
2025-03-09,Bento,2,170,北投門市,Food,4.0,330,0,No
2025-03-09,Beer,2,70,榮耀門市,Wine,5.0,330,0,No
2025-03-10,Black Tea,2,70,冠桃園門市,Beverages,3.38,330,40,No
2025-03-10,Rice Ball,3,90,中高站門市,Food,0.0,330,40,No
2025-03-10,Bento,2,170,榮耀門市,Food,5.0,330,40,No
2025-03-11,Rice Ball,1,30,北投門市,Food,4.0,400,0,No
2025-03-11,Milk Tea,3,135,中高站門市,Beverages,0.0,400,0,No
2025-03-11,Juice,3,120,中高站門市,Beverages,0.0,400,0,No
2025-03-11,Whiskey,1,85,中高站門市,Wine,0.0,400,0,No
2025-03-11,Stationery,1,30,北投門市,Other,4.0,400,0,No
2025-03-12,Milk Tea,3,135,中高站門市,Beverages,0.0,300,0,No
2025-03-12,Black Tea,3,105,榮耀門市,Beverages,5.0,300,0,No
2025-03-12,Rice Ball,2,60,榮耀門市,Food,5.0,300,0,No
2025-03-13,Toiletries,1,85,豐學門市,Other,6.25,145,40,No
2025-03-13,Stationery,1,30,榮耀門市,Other,5.0,145,40,No
2025-03-13,Rice Ball,1,30,中高站門市,Food,0.0,145,40,No
2025-03-14,Green Tea,2,60,豐學門市,Beverages,6.25,400,50,No
2025-03-14,Rice Ball,1,30,中高站門市,Food,0.0,400,50,No
2025-03-14,Stationery,2,60,中高站門市,Other,0.0,400,50,No
2025-03-14,Milk Tea,2,90,榮耀門市,Beverages,5.0,400,50,No
2025-03-14,Instant Noodles,2,90,冠桃園門市,Food,3.38,400,50,No
2025-03-14,Beer,2,70,中高站門市,Wine,0.0,400,50,No
2025-03-15,Sake,2,60,冠桃園門市,Wine,3.38,1220,70,Yes
2025-03-15,Milk Tea,3,945,中高站門市,Beverages,0.0,1220,70,Yes
2025-03-15,Green Tea,1,30,豐學門市,Beverages,6.25,1220,70,Yes
2025-03-15,Coffee,1,85,中高站門市,Beverages,0.0,1220,70,Yes
2025-03-15,Rice Ball,1,30,冠桃園門市,Food,3.38,1220,70,Yes
2025-03-15,Black Tea,2,70,中高站門市,Beverages,0.0,1220,70,Yes
2025-03-16,Hot Dog,3,120,豐學門市,Food,6.25,2005,100,Yes
2025-03-16,Coffee,2,1360,冠桃園門市,Beverages,3.38,2005,100,Yes
2025-03-16,Toiletries,2,170,冠桃園門市,Other,3.38,2005,100,Yes
2025-03-16,Bento,3,255,冠桃園門市,Food,3.38,2005,100,Yes
2025-03-16,Parcel Pickup,2,70,中高站門市,Other,0.0,2005,100,Yes
2025-03-16,Stationery,1,30,冠桃園門市,Other,3.38,2005,100,Yes
2025-03-17,Bento,3,255,中高站門市,Food,0.0,580,0,No
2025-03-17,Whiskey,3,255,中高站門市,Wine,0.0,580,0,No
2025-03-17,Black Tea,2,70,豐學門市,Beverages,6.25,580,0,No
2025-03-18,Instant Noodles,2,90,冠桃園門市,Food,3.38,235,40,No
2025-03-18,Juice,1,40,中高站門市,Beverages,0.0,235,40,No
2025-03-18,Parcel Pickup,3,105,榮耀門市,Other,5.0,235,40,No
2025-03-19,Juice,1,40,榮耀門市,Beverages,5.0,280,0,No
2025-03-19,Sandwich,2,70,中高站門市,Food,0.0,280,0,No
2025-03-19,Bento,2,170,榮耀門市,Food,5.0,280,0,No
2025-03-20,Green Tea,3,90,豐學門市,Beverages,6.25,235,40,No
2025-03-20,Whiskey,1,85,中高站門市,Wine,0.0,235,40,No
2025-03-20,Stationery,2,60,榮耀門市,Other,5.0,235,40,No
2025-03-21,Hot Dog,1,40,榮耀門市,Food,5.0,640,50,No
2025-03-21,Stationery,2,60,榮耀門市,Other,5.0,640,50,No
2025-03-21,Beer,2,70,中高站門市,Wine,0.0,640,50,No
2025-03-21,Sandwich,1,245,豐學門市,Food,6.25,640,50,No
2025-03-21,Milk Tea,3,135,中高站門市,Beverages,0.0,640,50,No
2025-03-21,Instant Noodles,2,90,冠桃園門市,Food,3.38,640,50,No
2025-03-22,Green Tea,3,90,中高站門市,Beverages,0.0,715,50,No
2025-03-22,Bento,2,170,北投門市,Food,4.0,715,50,No
2025-03-22,Beer,1,35,冠桃園門市,Wine,3.38,715,50,No
2025-03-22,Hot Dog,2,80,中高站門市,Food,0.0,715,50,No
2025-03-22,Coffee,1,85,榮耀門市,Beverages,5.0,715,50,No
2025-03-22,Whiskey,3,255,北投門市,Wine,4.0,715,50,No
2025-03-23,Coffee,2,170,北投門市,Beverages,4.0,655,50,No
2025-03-23,Juice,2,80,中高站門市,Beverages,0.0,655,50,No
2025-03-23,Rice Ball,2,60,豐學門市,Food,6.25,655,50,No
2025-03-23,Whiskey,3,255,榮耀門市,Wine,5.0,655,50,No
2025-03-23,Stationery,2,60,北投門市,Other,4.0,655,50,No
2025-03-23,Sake,1,30,豐學門市,Wine,6.25,655,50,No
2025-03-24,Black Tea,2,70,豐學門市,Beverages,6.25,710,50,No
2025-03-24,Whiskey,3,255,榮耀門市,Wine,5.0,710,50,No
2025-03-24,Hot Dog,1,40,北投門市,Food,4.0,710,50,No
2025-03-24,Green Tea,3,90,中高站門市,Beverages,0.0,710,50,No
2025-03-24,Instant Noodles,3,135,北投門市,Food,4.0,710,50,No
